CenterX,CenterY,Eccentricity,KurtosisX,KurtosisY,GrdGrid1_x,GrdGrid1_y,GrdGrid2_x,GrdGrid2_y,GrdGrid3_x,GrdGrid3_y,GrdGrid4_x,GrdGrid4_y,GrdGrid1_5,GrdGrid5_y,GrdGrid6_x,GrdGrid6_y,GrdGrid7_x,GrdGrid7_y,GrdGrid8_x,GrdGrid8_y,PressGrid1,PressGrid2,PressGrid3,PressGrid4,PressGrid5,PressGrid6,PressGrid7,PressGrid8,PressGrid9,PressGrid10,PressGrid11,PressGrid12,PressGrid13,PressGrid14,PressGrid15,PressGrid16,Label
165.0,136.0,0.8548,0.134,0.8366,0.0,0.0,1.0,0.5,0.0,0.0,0.5,-0.5,-0.5,0.5,0.0,0.0,-0.5,0.5,0.0,0.0,101.31,101.838,100.712,102.332,101.969,99.746,102.269,101.136,97.64,90.227,99.269,102.105,86.88,99.781,102.996,102.993,1
187.0,204.0,0.8741,0.0448,-0.5266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.177,102.198,102.195,100.034,101.969,102.996,100.104,100.927,101.96,99.625,97.342,100.803,97.314,89.448,97.942,101.474,1
169.0,208.0,0.8786,0.0232,-0.2394,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,101.277,102.299,102.284,99.975,101.966,102.999,99.055,101.4,101.963,96.356,94.997,99.62,95.314,89.177,99.451,102.998,1
181.0,181.0,0.8943,-0.5098,-0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,101.77,102.799,102.061,102.799,101.969,102.656,99.821,101.686,101.969,98.82,99.968,101.717,96.532,93.914,101.091,102.999,1
177.0,203.0,0.8426,-0.6373,-0.9283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.5,0.0,0.0,0.0,0.0,100.712,101.733,98.72,101.299,101.968,101.792,100.181,101.205,101.943,97.682,99.02,100.6,92.79,88.504,100.588,102.996,1
163.0,157.0,0.8477,-0.2318,-0.1668,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,-0.5,0.5,0.5,-0.5,0.0,0.0,100.847,101.867,97.55,101.865,101.969,100.028,100.884,100.734,99.073,91.173,94.516,101.181,85.99,97.965,103.0,103.0,1
182.0,197.0,0.8122,-0.1865,-0.0888,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,1.5,0.0,1.5,-0.5,0.0,0.0,100.365,101.393,100.842,97.547,101.952,102.989,98.193,100.481,101.966,97.634,92.974,100.596,97.025,83.171,98.538,102.998,1
158.0,150.0,0.8841,-0.3078,0.4827,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,0.5,0.0,0.5,0.0,0.0,2.0,-2.0,-0.5,0.5,101.375,102.4,100.157,102.397,101.965,99.373,101.502,100.149,96.087,90.019,98.393,102.281,88.22,99.822,102.994,102.996,1
188.0,224.0,0.7609,-0.1557,-0.2837,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5,0.0,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5,100.665,101.246,101.146,95.442,102.399,102.972,98.352,101.638,102.382,101.571,96.57,97.596,102.392,90.146,86.376,101.799,1
164.0,192.0,0.8878,-0.3949,0.5732,0.0,0.0,0.0,0.0,1.0,-1.0,-0.5,0.0,0.0,0.0,-1.0,1.0,-0.5,0.5,-0.5,0.5,101.408,102.426,101.138,101.351,101.962,102.172,97.95,101.138,101.954,89.154,95.51,100.876,92.213,88.989,101.976,102.981,1
