CenterX,CenterY,Eccentricity,KurtosisX,KurtosisY,GrdGrid1_x,GrdGrid1_y,GrdGrid2_x,GrdGrid2_y,GrdGrid3_x,GrdGrid3_y,GrdGrid4_x,GrdGrid4_y,GrdGrid1_5,GrdGrid5_y,GrdGrid6_x,GrdGrid6_y,GrdGrid7_x,GrdGrid7_y,GrdGrid8_x,GrdGrid8_y,PressGrid1,PressGrid2,PressGrid3,PressGrid4,PressGrid5,PressGrid6,PressGrid7,PressGrid8,PressGrid9,PressGrid10,PressGrid11,PressGrid12,PressGrid13,PressGrid14,PressGrid15,PressGrid16,Label
158.0,278.0,0.9241,4.4603,-0.9931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-1.0,1.5,0.0,102.036,102.474,103.065,103.065,101.969,101.112,102.998,102.993,97.544,94.781,93.209,95.496,101.97,101.692,101.348,100.269,1
168.0,275.0,0.9567,6.2561,-1.1677,0.0,0.0,-0.5,0.5,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5,102.218,103.25,103.25,103.25,101.984,100.926,102.409,102.173,101.889,96.168,94.522,92.204,96.95,98.461,99.403,100.088,1
159.0,264.0,0.9081,2.3542,-1.2937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,-0.5,-0.5,0.5,-0.5,0.5,101.736,101.705,102.762,102.766,101.329,101.691,102.991,102.997,95.58,96.573,95.85,96.712,99.522,98.803,98.404,97.665,1
148.0,244.0,0.9477,1.1409,-0.969,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.5,102.218,103.25,103.25,103.25,100.525,100.02,103.202,101.783,95.861,93.65,90.543,96.46,99.544,99.705,103.29,103.285,0
170.0,231.0,0.8373,-0.2569,-1.2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,1.0,-0.5,99.326,99.815,101.73,101.727,99.384,100.937,102.989,98.262,99.656,94.358,93.22,95.636,97.501,95.798,96.917,97.871,0
160.0,255.0,0.9354,1.1151,-1.3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.5,-0.5,102.218,103.25,103.25,103.25,101.015,102.47,103.017,103.014,98.205,97.502,95.704,92.796,95.225,98.097,100.427,101.296,0
171.0,211.0,0.9369,-0.2892,-0.6575,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,102.218,103.25,103.25,103.25,100.281,100.862,102.989,103.011,99.517,95.65,97.876,97.791,95.483,96.126,96.805,99.808,0
161.0,223.0,0.9601,1.6014,-1.1348,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,102.218,103.25,103.25,103.25,101.768,99.868,103.676,103.68,96.211,92.102,89.642,90.939,94.012,96.136,102.212,103.644,0
165.0,228.0,0.9556,0.2982,-1.0409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,1.5,-1.5,2.0,-2.0,102.218,103.25,103.25,103.25,101.033,102.101,103.542,103.544,98.707,96.88,95.006,93.132,96.031,94.528,98.562,103.531,0
142.0,224.0,0.965,-0.8821,-0.0129,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.218,103.25,103.25,103.25,102.677,101.328,103.122,102.522,100.141,97.642,100.333,99.949,101.071,101.72,101.768,102.399,0
167.0,226.0,0.8689,0.3324,-0.8764,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,1.0,-1.0,0.0,0.0,101.112,99.619,102.13,102.128,100.173,100.72,102.992,102.984,101.139,95.471,91.42,92.606,93.544,96.396,100.186,99.532,0
185.0,213.0,0.8722,0.2815,-1.0706,1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5,0.5,-0.5,100.162,101.065,102.466,102.461,99.555,102.588,102.984,102.98,97.544,92.223,91.799,94.983,90.501,97.834,96.97,95.049,0
141.0,247.0,0.9442,-0.6107,-1.1266,0.0,0.0,-0.5,0.5,0.5,-0.5,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,-0.5,0.5,102.218,103.25,103.25,103.25,102.043,98.84,102.226,103.079,98.834,99.188,98.006,98.121,99.492,100.647,100.783,100.611,0
132.0,264.0,0.9543,10.3719,-1.0821,0.0,0.0,-1.5,1.0,2.0,-0.5,0.0,0.0,-0.5,0.5,-0.5,0.5,1.0,-1.0,-0.5,1.0,102.218,103.25,103.25,103.25,101.218,101.677,100.652,102.32,94.873,95.65,92.695,95.845,99.823,101.21,102.627,103.452,0
164.0,257.0,0.9752,0.2283,-1.1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.5,-0.5,-1.0,1.0,102.218,103.25,103.25,103.25,101.683,102.647,103.326,103.332,99.844,97.696,97.855,96.534,96.999,98.741,100.132,101.49,0
175.0,200.0,0.9392,-0.2005,-0.2343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,102.218,103.25,103.25,103.25,101.216,100.847,103.13,103.12,99.244,96.022,96.072,97.39,95.251,95.112,97.608,101.018,0
170.0,235.0,0.9524,-1.1193,-1.434,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.218,103.25,103.25,103.25,101.393,101.96,103.346,102.813,99.886,97.975,99.095,95.054,94.417,96.549,99.808,102.473,0
