CenterX,CenterY,Eccentricity,KurtosisX,KurtosisY,GrdGrid1_x,GrdGrid1_y,GrdGrid2_x,GrdGrid2_y,GrdGrid3_x,GrdGrid3_y,GrdGrid4_x,GrdGrid4_y,GrdGrid1_5,GrdGrid5_y,GrdGrid6_x,GrdGrid6_y,GrdGrid7_x,GrdGrid7_y,GrdGrid8_x,GrdGrid8_y,PressGrid1,PressGrid2,PressGrid3,PressGrid4,PressGrid5,PressGrid6,PressGrid7,PressGrid8,PressGrid9,PressGrid10,PressGrid11,PressGrid12,PressGrid13,PressGrid14,PressGrid15,PressGrid16,Label
169.0,252.0,0.9816,0.3181,-1.3004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0,102.218,103.25,103.25,103.25,102.385,104.171,103.811,103.361,97.418,101.046,97.39,94.734,97.805,102.247,103.298,104.052,1
168.0,248.0,0.9747,-0.2499,-1.1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,102.218,103.25,103.25,103.25,102.033,104.071,103.521,103.259,97.522,100.991,96.838,93.066,96.704,101.108,103.225,103.778,1
186.0,241.0,0.9723,0.9014,-1.4043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,102.218,103.25,103.25,103.25,101.995,102.711,103.558,103.279,98.458,102.356,99.364,96.751,95.275,99.244,100.036,99.769,1
165.0,260.0,0.9676,0.3666,-1.3377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.5,0.5,-0.5,0.5,102.218,103.25,103.25,103.25,101.878,103.848,103.326,102.184,97.687,101.083,97.824,94.962,97.791,102.639,103.536,103.817,1
170.0,236.0,0.9713,0.7042,-1.4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,-0.5,0.5,102.218,103.25,103.25,103.25,102.114,103.97,103.618,103.222,96.901,101.457,97.56,92.416,97.105,101.685,102.135,103.869,1
169.0,249.0,0.977,0.1978,-1.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,-0.5,0.0,0.0,1.0,0.0,102.218,103.25,103.25,103.25,102.94,103.236,103.982,102.906,98.944,98.27,100.31,95.391,98.453,101.292,102.948,103.756,1
167.0,247.0,0.9804,0.1117,-1.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,0.5,102.218,103.25,103.25,103.25,102.509,104.081,104.078,103.294,97.124,100.242,98.097,94.649,98.355,102.609,103.437,104.053,1
169.0,225.0,0.9808,0.5586,-1.3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,-0.5,0.0,0.0,0.0,102.218,103.25,103.25,103.25,102.599,104.015,103.511,103.089,96.793,100.647,96.937,93.53,98.107,102.629,103.766,104.014,1
165.0,265.0,0.9708,0.4133,-1.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.5,102.218,103.25,103.25,103.25,102.506,103.788,103.707,103.007,97.793,101.174,97.578,94.698,98.55,102.629,103.751,103.915,1
157.0,256.0,0.9672,-0.0443,-1.3064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,102.218,103.25,103.25,103.25,102.313,103.274,103.274,102.153,98.191,98.801,97.483,95.313,98.791,103.117,103.649,103.65,1
